48.023145,      31,       2,     208,   29972,       0,      64,    8405,       0,0.999570,341.853048,0.000000,0.000000,0.000000,0.000000
49.022965,      31,       2,     208,   29972,       0,      64,    8405,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50.023501,      31,       2,     208,   29972,       0,      64,    8405,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51.022961,      31,       2,     209,   30314,       0,      64,    8405,       0,1.000812,342.277540,0.000000,0.000000,0.000000,0.000000
52.023793,      31,       2,     209,   30314,       0,      64,    8405,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53.025435,      31,       2,     209,   30314,       0,      64,    8405,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54.029338,      31,       2,     209,   30314,       0,      64,    8405,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55.027099,      31,       2,     209,   30314,       0,      64,    8405,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56.031075,      31,       2,     216,   31052,       0,      65,    8515,       0,6.974335,735.294124,0.000000,0.996334,109.596685,0.000000
57.029750,      31,       2,     228,   32765,       0,      67,    8703,       0,12.016838,1715.403599,0.000000,2.002806,188.263793,0.000000
58.033811,      31,       2,     255,   37559,       0,      74,    9962,       0,26.895376,4775.423424,0.000000,6.972875,1254.121421,0.000000
59.031563,      31,       2,     278,   42566,       0,      81,   11349,       0,23.053326,5018.608730,0.000000,7.016230,1390.215760,0.000000
60.033192,      31,       2,     289,   43766,       0,      86,   11816,       0,10.983680,1198.219656,0.000000,4.992582,466.307149,0.000000
61.034623,      31,       2,     320,   48974,       0,      94,   13645,       0,30.961180,5201.478161,0.000000,7.989982,1826.709592,0.000000
62.033333,      31,       2,     339,   53944,       0,      97,   14569,       0,19.027514,4977.197070,0.000000,3.004344,925.338047,0.000000
63.034742,      31,       2,     345,   55617,       0,      98,   14676,       0,5.991988,1670.766100,0.000000,0.998665,106.857127,0.000000
64.035616,      31,       2,     350,   56269,       0,     100,   15007,       0,4.995913,651.467091,0.000000,1.998365,330.729459,0.000000
65.037045,      31,       2,     361,   58888,       0,     101,   15328,       0,10.985684,2615.591372,0.000000,0.998699,320.582219,0.000000
66.036277,      31,       2,     362,   59230,       0,     101,   15328,       0,1.001009,342.345095,0.000000,0.000000,0.000000,0.000000
67.034581,      31,       2,     365,   60021,       0,     103,   15777,       0,3.005439,792.434175,0.000000,2.003626,449.814089,0.000000
68.035588,      31,       2,     370,   60754,       0,     104,   15847,       0,4.995344,732.317496,0.000000,0.999069,69.934822,0.000000
69.036867,      31,       2,     373,   60964,       0,     104,   15847,       0,2.996398,209.747861,0.000000,0.000000,0.000000,0.000000
