loading app ./StatGrabber.py
loading app ryu.controller.ofp_handler
instantiating app ./StatGrabber.py of SimpleMonitor
time,id,port,rx_packets,rx_byes,rx_errors,tx_packets,tx_bytes,tx_errors,rx_packetsps,rx_byesps,rx_errorsps,tx_packetsps,tx_bytesps,tx_errorsps
instantiating app ryu.controller.ofp_handler of OFPHandler
4.005171,      21,       2,      38,    5391,       0,     110,   17287,       0,3.006223,466.966709,0.000000,15.031117,2217.590831,0.000000
4.005273,      21,       3,      36,    5203,       0,     108,   16916,       0,4.009036,537.210878,0.000000,12.027109,1755.957945,0.000000
4.005373,      21,       4,      40,    5535,       0,     103,   16709,       0,5.012209,607.479774,0.000000,15.036628,2246.472233,0.000000
4.005473,      21,       5,      38,    5363,       0,     105,   16881,       0,8.021111,874.301075,0.000000,16.042222,2373.246153,0.000000
5.005009,      12,       1,      19,    1530,       0,     140,   22594,       0,0.000000,0.000000,0.000000,14.991183,2052.792591,0.000000
5.005219,      12,       2,     122,   18900,       0,      39,    5664,       0,13.990570,1982.663666,0.000000,2.997979,460.689491,0.000000
5.005350,      31,       1,      19,    1530,       0,     133,   21644,       0,1.998669,167.888203,0.000000,15.989353,2150.567930,0.000000
5.005456,      31,       2,     116,   18400,       0,      45,    6164,       0,12.991346,1689.874305,0.000000,4.996672,628.581276,0.000000
5.005575,      11,       1,      22,    1656,       0,     135,   22308,       0,0.999361,69.955301,0.000000,15.989783,2666.296339,0.000000
5.005693,      11,       2,     122,   19152,       0,      42,    5922,       0,11.992146,1863.779344,0.000000,3.997382,530.652457,0.000000
5.005814,      21,       1,      19,    1530,       0,     139,   22512,       0,0.999351,69.954601,0.000000,15.989623,2373.459683,0.000000
5.005916,      21,       2,      42,    5922,       0,     122,   19152,       0,3.997406,530.655618,0.000000,11.992217,1863.790446,0.000000
5.006012,      21,       3,      39,    5664,       0,     122,   18900,       0,2.998066,460.702773,0.000000,13.990974,1982.720826,0.000000
5.006110,      21,       4,      45,    6164,       0,     116,   18400,       0,4.996792,628.596403,0.000000,12.991659,1689.914971,0.000000
5.006211,      21,       5,      42,    5922,       0,     119,   18642,       0,3.997426,558.640253,0.000000,13.990990,1759.866701,0.000000
5.006328,      32,       1,      19,    1530,       0,     133,   21604,       0,0.997046,97.710477,0.000000,16.949777,2215.435518,0.000000
5.006427,      32,       2,     119,   18642,       0,      42,    5922,       0,13.959698,1755.930610,0.000000,3.988485,557.390807,0.000000
6.003238,      32,       1,      19,    1530,       0,     133,   21604,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.003446,      32,       2,     119,   18642,       0,      42,    5922,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.004393,      31,       1,      19,    1530,       0,     133,   21644,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.004555,      31,       2,     116,   18400,       0,      45,    6164,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.004978,      12,       1,      19,    1530,       0,     140,   22594,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.005136,      12,       2,     122,   18900,       0,      39,    5664,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.005287,      11,       1,      22,    1656,       0,     135,   22308,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.005416,      11,       2,     122,   19152,       0,      42,    5922,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.005593,      21,       1,      19,    1530,       0,     139,   22512,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.005720,      21,       2,      42,    5922,       0,     122,   19152,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.005844,      21,       3,      39,    5664,       0,     122,   18900,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.005970,      21,       4,      45,    6164,       0,     116,   18400,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.006071,      21,       5,      42,    5922,       0,     119,   18642,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.003653,      32,       1,      56,   88470,       0,     174,   25282,       0,36.992115,86921.473017,0.000000,40.991263,3677.216215,0.000000
7.004017,      32,       2,     160,   22320,       0,      79,   92862,       0,40.981104,3676.304850,0.000000,36.982947,86899.930309,0.000000
7.004861,      31,       1,      19,    1530,       0,     135,   22328,       0,0.000000,0.000000,0.000000,1.999378,683.787249,0.000000
7.005087,      31,       2,     118,   19084,       0,      45,    6164,       0,1.999714,683.902167,0.000000,0.000000,0.000000,0.000000
7.005263,      11,       1,      94,    6982,       0,     206,  111542,       0,72.010524,5326.778512,0.000000,71.010378,89247.043508,0.000000
7.005366,      11,       2,     193,  108386,       0,     115,   11590,       0,71.013426,89250.874300,0.000000,73.013804,5669.071828,0.000000
7.005478,      21,       1,     125,   93290,       0,     247,  115336,       0,106.025127,91781.751180,0.000000,108.025601,92846.003395,0.000000
7.005561,      21,       2,     115,   11590,       0,     193,  108386,       0,73.020230,5669.570711,0.000000,71.019675,89258.728451,0.000000
7.005652,      21,       3,      41,    6048,       0,     125,   19626,       0,2.000624,384.119788,0.000000,3.000936,726.226475,0.000000
7.005732,      21,       4,      45,    6164,       0,     118,   19084,       0,0.000000,0.000000,0.000000,2.000668,684.228549,0.000000
7.005808,      21,       5,      79,   92862,       0,     160,   22320,       0,37.013140,86970.875119,0.000000,41.014560,3679.306173,0.000000
7.005903,      12,       1,      20,    1572,       0,     144,   23662,       0,0.999226,41.967471,0.000000,3.996902,1067.172836,0.000000
7.005974,      12,       2,     125,   19626,       0,      41,    6048,       0,2.997860,725.482133,0.000000,1.998573,383.726087,0.000000
8.006058,      12,       1,      24,    1768,       0,     156,   24875,       0,3.999647,195.982711,0.000000,11.998942,1212.893005,0.000000
8.006265,      12,       2,     135,   20662,       0,      46,    6351,       0,9.997790,1035.771080,0.000000,4.998895,302.933048,0.000000
8.006418,      31,       1,      21,    1614,       0,     146,   23799,       0,1.997319,83.887418,0.000000,10.985257,1469.028478,0.000000
8.006517,      31,       2,     128,   20148,       0,      48,    6355,       0,9.987047,1062.621783,0.000000,2.996114,190.752594,0.000000
8.006634,      21,       1,    2586, 4619794,       0,    2692, 4641635,       0,2458.347241,4521624.793863,0.000000,2442.364487,4521420.014837,0.000000
8.006722,      21,       2,    1103,   77556,       0,    1217, 4540282,       0,986.938071,65895.097992,0.000000,1022.899378,4427132.480502,0.000000
8.006809,      21,       3,      46,    6351,       0,     135,   20662,       0,4.994590,302.672165,0.000000,9.989180,1034.879086,0.000000
8.006919,      21,       4,      48,    6355,       0,     128,   20148,       0,2.996656,190.787074,0.000000,9.988852,1062.813860,0.000000
8.007001,      21,       5,    1532, 4552776,       0,    1613,  118588,       0,1451.370182,4454911.350583,0.000000,1451.370182,96160.016964,0.000000
8.007101,      11,       1,    1081,   72841,       0,    1230, 4543475,       0,985.283748,65744.480601,0.000000,1022.219410,4424226.501182,0.000000
8.007173,      11,       2,    1217, 4540282,       0,    1103,   77556,       0,1022.238874,4424273.805110,0.000000,986.300789,65852.548396,0.000000
8.007269,      32,       1,    1507, 4547935,       0,    1548,  116377,       0,1446.282165,4444965.331957,0.000000,1369.532526,90798.810376,0.000000
8.007340,      32,       2,    1613,  118588,       0,    1532, 4552776,       0,1448.353450,95960.144465,0.000000,1448.353450,4445651.636466,0.000000
9.008037,      11,       1,    3270,  220283,       0,    3476,12111838,       0,2187.103501,147314.259626,0.000000,2244.054117,7561805.943521,0.000000
9.008272,      11,       2,    3474,12170175,       0,    3275,  223884,       0,2254.682050,7622057.061058,0.000000,2169.769345,146177.720399,0.000000
9.008413,      32,       1,    1975, 6131368,       0,    2109,  153427,       0,467.496090,1581728.070504,0.000000,560.395955,37010.107161,0.000000
9.008525,      32,       2,    2092,  150218,       0,    2002, 6136349,       0,478.466014,31594.739091,0.000000,469.476047,1581807.643560,0.000000
9.009174,      31,       1,    2145, 6363060,       0,    2104,  154553,       0,2118.356509,6344543.569978,0.000000,1952.797573,130406.585224,0.000000
9.009289,      31,       2,    2191,  157848,       0,    2153, 6305739,       0,2057.475534,137331.255959,0.000000,2099.363063,6282515.007192,0.000000
9.009409,      21,       1,    7392,12510647,       0,    7412,12611554,       0,4793.097059,7869667.978327,0.000000,4707.327948,7948521.705342,0.000000
9.009509,      21,       2,    3286,  224610,       0,    3481,12201045,       0,2177.106563,146656.998837,0.000000,2257.887887,7640081.265275,0.000000
9.009621,      21,       3,      48,    6491,       0,     145,   21362,       0,1.994597,139.621777,0.000000,9.972984,698.108885,0.000000
9.009692,      21,       4,    2154, 6308701,       0,    2192,  157914,       0,2100.335414,6285394.348220,0.000000,2058.448383,137395.445724,0.000000
9.009758,      21,       5,    2002, 6136349,       0,    2092,  150218,       0,468.741842,1579333.884078,0.000000,477.717750,31545.328667,0.000000
9.009871,      12,       1,      24,    1768,       0,     167,   25645,       0,0.000000,0.000000,0.000000,10.960369,767.225822,0.000000
9.009951,      12,       2,     145,   21362,       0,      48,    6491,       0,9.964497,697.514805,0.000000,1.992899,139.502961,0.000000
10.005364,      32,       1,    2134, 6588840,       0,    2190,  159271,       0,159.503728,458921.315965,0.000000,81.256616,5862.514363,0.000000
10.005593,      32,       2,    2253,  161342,       0,    2161, 6593821,       0,161.484804,11157.496665,0.000000,159.478782,458849.542840,0.000000
10.006080,      11,       1,    6105,  410110,       0,    6382,21332557,       0,2841.204948,190242.473236,0.000000,2912.360345,9240900.333316,0.000000
10.006178,      11,       2,    6392,21406166,       0,    6128,  414899,       0,2924.439716,9256373.849903,0.000000,2859.296268,191436.549791,0.000000
10.006288,      12,       1,      24,    1768,       0,     167,   25645,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.006367,      12,       2,     145,   21362,       0,      48,    6491,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.006465,      21,       1,   13398,21999226,       0,   13305,22047027,       0,6024.295640,9517483.367240,0.000000,5910.951417,9464215.594299,0.000000
10.006542,      21,       2,    6126,  414767,       0,    6388,21394318,       0,2848.754156,190743.149323,0.000000,2915.960680,9221610.798496,0.000000
10.006620,      21,       3,      48,    6491,       0,     145,   21362,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.006696,      21,       4,    5016,15048097,       0,    5085,  350238,       0,2870.781463,8766211.053897,0.000000,2901.876580,192914.106962,0.000000
10.006771,      21,       5,    2161, 6593821,       0,    2253,  161342,       0,159.490910,458884.438895,0.000000,161.497085,11158.345206,0.000000
10.006888,      31,       1,    5009,15108380,       0,    5045,  350045,       0,2870.876188,8766316.670071,0.000000,2948.061057,195961.357442,0.000000
10.006963,      31,       2,    5086,  350304,       0,    5017,15051059,       0,2902.031069,192923.416706,0.000000,2870.955779,8766559.705020,0.000000
11.005881,      32,       1,    2615, 8173878,       0,    2753,  196981,       0,480.859100,1584573.693867,0.000000,562.835080,37698.953587,0.000000
11.006197,      32,       2,    2735,  193430,       0,    2642, 8178859,       0,481.744214,32070.971655,0.000000,480.744745,1584196.857727,0.000000
11.007333,      31,       1,    7560,22935022,       0,    7634,  520919,       0,2550.043651,7823707.855871,0.000000,2588.029405,170809.940734,0.000000
11.007511,      31,       2,    7653,  519726,       0,    7589,22937283,       0,2565.781434,169341.574638,0.000000,2570.779060,7882480.375097,0.000000
11.007667,      11,       1,    8899,  594550,       0,    9202,30871776,       0,2789.826870,184164.519683,0.000000,2815.788037,9524971.184579,0.000000
11.007803,      11,       2,    9207,30930575,       0,    8923,  599405,       0,2810.671718,9509764.480009,0.000000,2790.702470,184222.307667,0.000000
11.007945,      12,       1,      24,    1768,       0,     168,   25987,       0,0.000000,0.000000,0.000000,0.998420,341.459517,0.000000
11.008073,      12,       2,     146,   21704,       0,      48,    6491,       0,0.998373,341.443424,0.000000,0.000000,0.000000,0.000000
11.008215,      21,       1,   19229,31641663,       0,   19161,31711698,       0,5821.226489,9626275.026824,0.000000,5846.184586,9648471.759761,0.000000
11.008340,      21,       2,    8923,  599405,       0,    9206,30927613,       0,2792.183599,184320.055568,0.000000,2813.147438,9516878.779819,0.000000
11.008463,      21,       3,      48,    6491,       0,     146,   21704,       0,0.000000,0.000000,0.000000,0.998230,341.394748,0.000000
11.008580,      21,       4,    7589,22937283,       0,    7651,  519594,       0,2568.338259,7874892.435178,0.000000,2561.350941,169049.162138,0.000000
11.008710,      21,       5,    2642, 8178859,       0,    2735,  193430,       0,480.115616,1582123.693442,0.000000,481.113778,32029.001876,0.000000
12.005801,      32,       1,    2932, 9089130,       0,    2912,  207919,       0,317.120821,915600.837409,0.000000,159.060601,10942.168889,0.000000
12.005970,      32,       2,    3054,  214928,       0,    2959, 9094111,       0,319.130184,21506.773348,0.000000,317.129368,915625.514952,0.000000
12.006626,      12,       1,      24,    1768,       0,     168,   25987,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.006749,      12,       2,     146,   21704,       0,      48,    6491,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.006906,      31,       1,    8460,25577101,       0,    8572,  583049,       0,900.537621,2643657.263709,0.000000,938.560321,62167.113775,0.000000
12.007025,      31,       2,    8601,  582516,       0,    8490,25582324,       0,948.582587,62828.587198,0.000000,901.553704,2646666.493261,0.000000
12.007123,      11,       1,   10200,  681404,       0,   10518,34627509,       0,1301.874682,86912.393270,0.000000,1316.884767,3758258.036608,0.000000
12.007224,      11,       2,   10501,34623764,       0,   10224,  686259,       0,1294.897471,3695750.461113,0.000000,1301.902326,86914.238765,0.000000
12.007312,      21,       1,   21752,35358712,       0,   21674,35367450,       0,2525.578987,3720848.532477,0.000000,2515.568765,3659488.875261,0.000000
12.007383,      21,       2,   10224,  686259,       0,   10501,34623764,       0,1302.398875,86947.388077,0.000000,1296.392424,3700125.214576,0.000000
12.007475,      21,       3,      48,    6491,       0,     146,   21704,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.007548,      21,       4,    8490,25582324,       0,    8601,  582516,       0,902.040906,2648096.760460,0.000000,951.097515,62994.692469,0.000000
12.007618,      21,       5,    2959, 9094111,       0,    3054,  214928,       0,317.377360,916341.524074,0.000000,319.379740,21523.591409,0.000000
13.006330,      32,       1,    3855,12256258,       0,    3997,  279529,       0,922.666069,3165982.169623,0.000000,1084.607460,71584.092328,0.000000
13.006666,      32,       2,    3979,  275978,       0,    3882,12261239,       0,924.505379,61017.355026,0.000000,922.506449,3165434.456823,0.000000
13.008642,      12,       1,      24,    1768,       0,     168,   25987,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.009003,      12,       2,     146,   21704,       0,      48,    6491,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.009339,      11,       1,   12066,  807030,       0,   12429,41559288,       0,1862.052415,125360.234047,0.000000,1906.957216,6917114.592519,0.000000
13.009581,      11,       2,   12433,41617745,       0,   12070,  810565,       0,1927.583974,6977994.664548,0.000000,1841.780547,124021.870344,0.000000
13.009862,      31,       1,    9861,29672049,       0,    9844,  668111,       0,1397.028051,4083338.490651,0.000000,1268.393777,84820.842338,0.000000
13.010182,      31,       2,    9925,  671010,       0,    9870,29615070,       0,1319.934431,88222.263991,0.000000,1375.762473,4020362.761561,0.000000
13.010597,      21,       1,   25972,42562455,       0,   25810,42627060,       0,4206.463870,7180636.175492,0.000000,4122.733310,7236323.975739,0.000000
13.010978,      21,       2,   12069,  810499,       0,   12433,41617745,       0,1838.550199,123805.678417,0.000000,1925.246062,6969531.250335,0.000000
13.011223,      21,       3,      48,    6491,       0,     146,   21704,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.011447,      21,       4,    9869,29612108,       0,    9924,  670944,       0,1373.734400,4014396.595067,0.000000,1317.948231,88090.344820,0.000000
13.011673,      21,       5,    3882,12261239,       0,    3979,  275978,       0,919.362054,3154644.965273,0.000000,921.354171,60809.375286,0.000000
14.007307,      32,       1,    3855,12256258,       0,    3998,  279871,       0,0.000000,0.000000,0.000000,0.999330,341.770703,0.000000
14.007593,      32,       2,    3980,  276320,       0,    3882,12261239,       0,0.999197,341.725271,0.000000,0.000000,0.000000,0.000000
14.008539,      31,       1,   12285,36815878,       0,   12459,  841001,       0,2427.959475,7155498.065181,0.000000,2619.271464,173172.406631,0.000000
14.008704,      31,       2,   12441,  837588,       0,   12314,36821027,       0,2520.473908,166874.206108,0.000000,2448.345878,7218770.507659,0.000000
14.008850,      12,       1,      24,    1768,       0,     170,   26671,       0,0.000000,0.000000,0.000000,2.000262,684.089705,0.000000
14.009115,      12,       2,     147,   22046,       0,      48,    6491,       0,1.000159,342.054395,0.000000,0.000000,0.000000,0.000000
14.009277,      11,       1,   14601,  976316,       0,   14964,49015163,       0,2535.689798,169332.064350,0.000000,2535.689798,7457903.815330,0.000000
14.009424,      11,       2,   14947,49011418,       0,   14626,  981513,       0,2515.025965,7396690.362883,0.000000,2557.043105,171017.763993,0.000000
14.009584,      21,       1,   30961,50061804,       0,   30832,50069121,       0,4995.894168,7509712.152967,0.000000,5028.939770,7452344.988188,0.000000
14.009723,      21,       2,   14626,  981513,       0,   14947,49011418,       0,2560.818359,171269.374591,0.000000,2517.754147,7404713.945295,0.000000
14.009865,      21,       3,      48,    6491,       0,     147,   22046,       0,0.000000,0.000000,0.000000,1.001577,342.539497,0.000000
14.009994,      21,       4,   12314,36821027,       0,   12441,  837588,       0,2449.063375,7220899.590881,0.000000,2521.183033,166920.947707,0.000000
14.010124,      21,       5,    3882,12261239,       0,    3980,  276320,       0,0.000000,0.000000,0.000000,1.001663,342.568619,0.000000
15.009001,      12,       1,      24,    1768,       0,     172,   27355,       0,0.000000,0.000000,0.000000,2.000222,684.075840,0.000000
15.009665,      12,       2,     149,   22730,       0,      49,    6833,       0,1.999178,683.718969,0.000000,0.999589,341.859484,0.000000
15.010142,      11,       1,   15957, 1065812,       0,   16381,53071989,       0,1355.021767,89431.436633,0.000000,1415.977761,4053899.362525,0.000000
15.010529,      11,       2,   16364,53068244,       0,   15964, 1069821,       0,1415.628351,4052899.011974,0.000000,1336.704822,88222.518281,0.000000
15.011076,      32,       1,    3855,12256258,       0,    3999,  280213,       0,0.000000,0.000000,0.000000,0.996521,340.810257,0.000000
15.011553,      32,       2,    3981,  276662,       0,    3883,12261581,       0,0.996210,340.703973,0.000000,0.996210,340.703973,0.000000
15.013634,      31,       1,   13682,40922988,       0,   13760,  928283,       0,1390.193385,4087098.893775,0.000000,1294.661127,86856.735185,0.000000
15.014196,      31,       2,   13823,  929994,       0,   13694,40874895,       0,1374.625280,91912.896971,0.000000,1372.635952,4032235.480568,0.000000
15.014921,      21,       1,   33756,54209668,       0,   33536,54211209,       0,2780.529566,4126389.440999,0.000000,2690.000696,4120643.344836,0.000000
15.015052,      21,       2,   15967, 1070019,       0,   16364,53068244,       0,1334.072170,88048.763207,0.000000,1409.679541,4035867.758621,0.000000
15.015172,      21,       3,      49,    6833,       0,     149,   22730,       0,0.994844,340.236560,0.000000,1.989687,680.473120,0.000000
15.015293,      21,       4,   13694,40874895,       0,   13823,  929994,       0,1372.895437,4032997.739775,0.000000,1374.885141,91930.272308,0.000000
15.015394,      21,       5,    3883,12261581,       0,    3981,  276662,       0,0.994879,340.248746,0.000000,0.994879,340.248746,0.000000
16.007516,      32,       1,    3855,12256258,       0,    4004,  280748,       0,0.000000,0.000000,0.000000,5.020191,537.160396,0.000000
16.007801,      32,       2,    3985,  277090,       0,    3884,12261688,       0,4.016375,429.752081,0.000000,1.004094,107.438020,0.000000
16.008556,      12,       1,      24,    1768,       0,     177,   27890,       0,0.000000,0.000000,0.000000,5.005441,535.582151,0.000000
16.008707,      12,       2,     153,   23158,       0,      50,    6940,       0,4.005392,428.576912,0.000000,1.001348,107.144228,0.000000
16.008839,      31,       1,   15302,45689645,       0,   15455, 1040580,       0,1628.689208,4792223.958312,0.000000,1704.091486,112899.328365,0.000000
16.008939,      31,       2,   15470, 1039082,       0,   15333,45694975,       0,1656.532071,109719.350643,0.000000,1648.485770,4847976.382808,0.000000
16.009056,      21,       1,   37033,59138190,       0,   36849,59142431,       0,3296.747612,4958221.889841,0.000000,3332.964552,4960938.160379,0.000000
16.009172,      21,       2,   17626, 1180048,       0,   18002,57888534,       0,1669.003747,110692.473315,0.000000,1647.877117,4849356.280578,0.000000
16.009258,      21,       3,      50,    6940,       0,     153,   23158,       0,1.006065,107.648927,0.000000,4.024259,430.595706,0.000000
16.009341,      21,       4,   15333,45694975,       0,   15470, 1039082,       0,1648.972929,4849409.051833,0.000000,1657.021607,109751.774793,0.000000
16.009422,      21,       5,    3884,12261688,       0,    3985,  277090,       0,1.006119,107.654763,0.000000,4.024477,430.619050,0.000000
16.009518,      11,       1,   17600, 1174744,       0,   18020,57892386,       0,1644.615088,109039.081408,0.000000,1640.611156,4825135.505637,0.000000
16.009604,      11,       2,   18002,57888534,       0,   17626, 1180048,       0,1640.082605,4826418.670177,0.000000,1664.113120,110367.146117,0.000000
17.007493,      32,       1,    3855,12256258,       0,    4004,  280748,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.007741,      32,       2,    3985,  277090,       0,    3884,12261688,       0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.008283,      31,       1,   15999,47735925,       0,   16181, 1088729,       0,697.454127,2047613.244269,0.000000,726.473022,48180.371258,0.000000
17.008379,      31,       2,   16170, 1085515,       0,   16030,47741255,       0,700.451737,46462.965000,0.000000,697.449801,2047600.543163,0.000000
17.008488,      21,       1,   38448,61232619,       0,   38264,61237093,       0,1415.960109,2095850.117242,0.000000,1415.960109,2096083.275338,0.000000
