1 	96.5	3.5	5.686337	0.000000	36.310351	6.988651
2	94.2 5.8	6.837191	0.000000	22.312702	6.025286
3	95.7	4.3	7.644485	0.000000	30.631478	7.026867
4	93.3	6.7	9.556598	0.000000	34.040960	8.549713
7	95.7	4.3	7.644485	0.000000	30.631478	7.026867
10	93.4	6.6	8.096645	0.000000	25.813182	6.739854
